Class,Extract Superclass,Extract Method,Inline Method,Rename Method,Move Method,Rename Package,Move Attribute,Pull Up Method,Pull Up Attribute,Push Down Method,Push Down Attribute,Move Class,Rename Class,Move And Rename Class,Extract And Move Method,Move Source Folder,Change Package,Extract Variable,Rename Attribute,Move and Rename Attribute,Replace Variable with Attribute,Replace Attribute ,Merge Variable,Merge Parameter,Merge Attribute,split Variable,split Parameter,Split Attribute,Extract Interface,DTWC_x,DR_x,DW_x,IDFP_x,IDS_x,ISQLQ_x,IGS_x,LIC_x,LT_x,MIM_x,NLMR_x,PD_x,RAM_x,SL_x,UC_x,LazyClass_x,ComplexClass_x,LongParameterList_x,FeatureEnvy_x,LongMethod_x,BlobClass_x,MessageChain_x,RefusedBequest_x,SpaghettiCode_x,SpeculativeGenerality_x,DTWC_y,DR_y,DW_y,IDFP_y,IDS_y,ISQLQ_y,IGS_y,LIC_y,LT_y,MIM_y,NLMR_y,PD_y,RAM_y,SL_y,UC_y,LazyClass_y,ComplexClass_y,LongParameterList_y,FeatureEnvy_y,LongMethod_y,BlobClass_y,MessageChain_y,RefusedBequest_y,SpaghettiCode_y,SpeculativeGenerality_y,DTWC_diff,DR_diff,DW_diff,IDFP_diff,IDS_diff,ISQLQ_diff,IGS_diff,LIC_diff,LT_diff,MIM_diff,NLMR_diff,PD_diff,RAM_diff,SL_diff,UC_diff,LazyClass_diff,ComplexClass_diff,LongParameterList_diff,FeatureEnvy_diff,LongMethod_diff,BlobClass_diff,MessageChain_diff,RefusedBequest_diff,SpaghettiCode_diff,SpeculativeGenerality_diff,cbo_x,wmc_x,dit_x,rfc_x,lcom_x,totalMethods_x,staticMethods_x,publicMethods_x,privateMethods_x,protectedMethods_x,defaultMethods_x,abstractMethods_x,finalMethods_x,synchronizedMethods_x,totalFields_x,staticFields_x,publicFields_x,privateFields_x,protectedFields_x,defaultFields_x,finalFields_x,synchronizedFields_x,nosi_x,loc_x,returnQty_x,loopQty_x,comparisonsQty_x,tryCatchQty_x,parenthesizedExpsQty_x,stringLiteralsQty_x,numbersQty_x,assignmentsQty_x,mathOperationsQty_x,variablesQty_x,maxNestedBlocks_x,anonymousClassesQty_x,subClassesQty_x,lambdasQty_x,uniqueWordsQty_x,Unnamed: 40_x,cbo_y,wmc_y,dit_y,rfc_y,lcom_y,totalMethods_y,staticMethods_y,publicMethods_y,privateMethods_y,protectedMethods_y,defaultMethods_y,abstractMethods_y,finalMethods_y,synchronizedMethods_y,totalFields_y,staticFields_y,publicFields_y,privateFields_y,protectedFields_y,defaultFields_y,finalFields_y,synchronizedFields_y,nosi_y,loc_y,returnQty_y,loopQty_y,comparisonsQty_y,tryCatchQty_y,parenthesizedExpsQty_y,stringLiteralsQty_y,numbersQty_y,assignmentsQty_y,mathOperationsQty_y,variablesQty_y,maxNestedBlocks_y,anonymousClassesQty_y,subClassesQty_y,lambdasQty_y,uniqueWordsQty_y,Unnamed: 40_y,cbo_diff,wmc_diff,dit_diff,rfc_diff,lcom_diff,totalMethods_diff,staticMethods_diff,publicMethods_diff,privateMethods_diff,protectedMethods_diff,defaultMethods_diff,abstractMethods_diff,finalMethods_diff,synchronizedMethods_diff,totalFields_diff,staticFields_diff,publicFields_diff,privateFields_diff,protectedFields_diff,defaultFields_diff,finalFields_diff,synchronizedFields_diff,nosi_diff,loc_diff,returnQty_diff,loopQty_diff,lcomparisonsQty_diff,tryCatchQty_diff,parenthesizedExpsQty_diff,stringLiteralsQty_diff,numbersQty_diff,assignmentsQty_diff,mathOperationsQty_diff,variablesQty_diff,maxNestedBlocks_diff,anonymousClassesQty_diff,subClassesQty_diff,lambdasQty_diff,,co-oa,co-oo,,,
com.nononsenseapps.billing.Inventory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,14,7,11,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,44,7,1,0,0,0,0,0,3,0,0,3,1,0,0,0,89,2,14,1,14,7,11,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,44,7,1,0,0,0,0,0,3,0,0,3,1,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,,,
com.nononsenseapps.billing.Purchase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,4,40,12,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,11,0,0,0,0,10,0,11,1,1,11,0,0,0,0,36,1,12,1,4,40,12,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,11,0,0,0,0,10,0,11,1,1,11,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,,,
com.nononsenseapps.billing.Purchase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,4,40,12,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,11,0,0,0,0,10,0,11,1,1,11,0,0,0,0,36,1,12,1,4,40,12,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,11,0,0,0,0,10,0,11,1,1,11,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,
com.nononsenseapps.billing.Purchase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,4,40,12,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,11,0,0,0,0,10,0,11,1,1,11,0,0,0,0,36,1,12,1,4,40,12,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,11,0,0,0,0,10,0,11,1,1,11,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,
com.nononsenseapps.billing.Purchase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,4,40,12,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,11,0,0,0,0,10,0,11,1,1,11,0,0,0,0,36,1,12,1,4,40,12,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40,11,0,0,0,0,10,0,11,1,1,11,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,
com.nononsenseapps.billing.Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,12,0,3,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,0,6,64,6,0,0,2,0,11,0,7,0,0,7,2,0,0,0,126,3,14,1,12,0,3,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,0,6,64,6,0,0,2,0,11,0,7,0,0,7,2,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,
com.nononsenseapps.billing.Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,12,0,3,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,0,6,64,6,0,0,2,0,11,0,7,0,0,7,2,0,0,0,126,3,14,1,12,0,3,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,0,6,64,6,0,0,2,0,11,0,7,0,0,7,2,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,
com.nononsenseapps.billing.Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,12,0,3,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,0,6,64,6,0,0,2,0,11,0,7,0,0,7,2,0,0,0,126,3,14,1,12,0,3,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,0,6,64,6,0,0,2,0,11,0,7,0,0,7,2,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,
com.nononsenseapps.billing.Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,12,0,3,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,0,6,64,6,0,0,2,0,11,0,7,0,0,7,2,0,0,0,126,3,14,1,12,0,3,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,0,6,64,6,0,0,2,0,11,0,7,0,0,7,2,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,
com.nononsenseapps.billing.SkuDetails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,16,8,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,6,0,0,0,0,6,0,8,1,1,8,0,0,0,0,26,1,8,1,1,16,8,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,6,0,0,0,0,6,0,8,1,1,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,
com.nononsenseapps.billing.SkuDetails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,16,8,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,6,0,0,0,0,6,0,8,1,1,8,0,0,0,0,26,1,8,1,1,16,8,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,6,0,0,0,0,6,0,8,1,1,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,,,
com.nononsenseapps.billing.SkuDetails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,16,8,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,6,0,0,0,0,6,0,8,1,1,8,0,0,0,0,26,1,8,1,1,16,8,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,6,0,0,0,0,6,0,8,1,1,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,,,
com.nononsenseapps.billing.SkuDetails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,16,8,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,6,0,0,0,0,6,0,8,1,1,8,0,0,0,0,26,1,8,1,1,16,8,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,6,0,0,0,0,6,0,8,1,1,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,,,
com.nononsenseapps.notepad.database.DatabaseHandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,2,28,43,11,1,11,0,0,0,0,0,9,4,3,0,4,0,0,3,0,7,118,7,1,1,0,0,6,6,25,4,4,20,2,0,0,0,59,12,20,2,28,43,11,1,11,0,0,0,0,0,9,4,3,0,4,0,0,3,0,7,118,7,1,1,0,0,6,6,25,4,4,20,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,,,
com.nononsenseapps.notepad.database.DatabaseHandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,2,28,43,11,1,11,0,0,0,0,0,9,4,3,0,4,0,0,3,0,7,118,7,1,1,0,0,6,6,25,4,4,20,2,0,0,0,59,12,20,2,28,43,11,1,11,0,0,0,0,0,9,4,3,0,4,0,0,3,0,7,118,7,1,1,0,0,6,6,25,4,4,20,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,,,
com.nononsenseapps.notepad.database.DatabaseHandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,2,28,43,11,1,11,0,0,0,0,0,9,4,3,0,4,0,0,3,0,7,118,7,1,1,0,0,6,6,25,4,4,20,2,0,0,0,59,12,20,2,28,43,11,1,11,0,0,0,0,0,9,4,3,0,4,0,0,3,0,7,118,7,1,1,0,0,6,6,25,4,4,20,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,,,
com.nononsenseapps.notepad.database.DatabaseHandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,2,28,43,11,1,11,0,0,0,0,0,9,4,3,0,4,0,0,3,0,7,118,7,1,1,0,0,6,6,25,4,4,20,2,0,0,0,59,12,20,2,28,43,11,1,11,0,0,0,0,0,9,4,3,0,4,0,0,3,0,7,118,7,1,1,0,0,6,6,25,4,4,20,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,3,,,
com.nononsenseapps.notepad.database.DatabaseTriggers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,2,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,3,,,
com.nononsenseapps.notepad.database.DatabaseViews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,2,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,11,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,40,1,2,1,1,1,2,2,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,11,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,,
com.nononsenseapps.notepad.database.DBItem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,9,45,10,0,10,0,0,0,5,0,0,1,1,1,0,0,0,1,0,1,30,2,0,0,1,0,1,0,1,1,1,1,1,0,0,0,29,5,11,1,9,45,10,0,10,0,0,0,5,0,0,1,1,1,0,0,0,1,0,1,30,2,0,0,1,0,1,0,1,1,1,1,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,,
com.nononsenseapps.notepad.database.ItemProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,2,19,9,6,0,6,0,0,0,0,0,0,3,3,2,1,0,0,3,0,4,96,5,1,0,0,0,11,1,15,4,4,13,2,0,0,0,60,12,19,2,19,9,6,0,6,0,0,0,0,0,0,3,3,2,1,0,0,3,0,4,96,5,1,0,0,0,11,1,15,4,4,13,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,
com.nononsenseapps.notepad.database.taskviewItem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,2,8,12,9,2,9,0,0,0,0,0,0,19,13,19,0,0,0,13,0,0,89,5,0,0,0,0,21,12,24,5,5,20,1,0,0,0,54,6,15,2,8,12,9,2,9,0,0,0,0,0,0,19,13,19,0,0,0,13,0,0,89,5,0,0,0,0,21,12,24,5,5,20,1,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,,,
com.nononsenseapps.notepad.database.DAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,65,1,36,529,34,12,20,0,14,0,4,0,3,2,1,1,1,0,0,1,0,14,244,20,7,2,3,0,24,15,20,5,5,15,3,0,0,0,129,10,65,1,36,529,34,12,20,0,14,0,4,0,3,2,1,1,1,0,0,1,0,14,244,20,7,2,3,0,24,15,20,5,5,15,3,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,
com.nononsenseapps.notepad.database.LegacyDBHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,2,17,15,6,2,6,0,0,0,0,0,0,2,2,2,0,0,0,2,0,3,394,2,2,0,2,0,159,15,38,33,33,25,2,0,6,0,189,8,32,2,17,15,6,2,6,0,0,0,0,0,0,2,2,2,0,0,0,2,0,3,394,2,2,0,2,0,159,15,38,33,33,25,2,0,6,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,,3,0,,,
com.nononsenseapps.notepad.database.MyContentProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,103,2,55,6,9,0,7,2,0,0,0,0,5,3,3,2,1,0,0,3,0,75,560,14,2,3,3,5,30,15,77,15,15,22,2,0,0,0,73,22,103,2,55,6,9,0,7,2,0,0,0,0,5,3,3,2,1,0,0,3,0,75,560,14,2,3,3,5,30,15,77,15,15,22,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,,,
